article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
617831002,617831,DIV Atomic Dungaree,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Dungarees in washed stretch denim with hard-worn details, adjustable straps and a visible zip at one side. Chest pocket, coin pocket, side pockets and back pockets. Slim, ankle-length legs."
617927001,617927,Crocodile padded jacket,262,Jacket,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,20,Khaki green,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded, quilted nylon jacket with a small, ribbed stand-up collar, zip down the front, side pockets and ribbed cuffs. Lined."
618217001,618217,Sherbet Denim,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,5683,Trouser,F,Menswear,3,Menswear,55,Contemporary Street,1009,Trousers,"5-pocket trousers in washed twill with hard-worn details, a regular waist, button fly and tapered legs."
618265001,618265,Bruce willis shirt,259,Shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Striped shirt in a cotton weave with a turn-down collar, French front and open chest pocket. Long sleeves with adjustable buttoning at the cuffs, a yoke at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
618350005,618350,Hat Madison Straw,76,Hat/brim,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 3.5 cm.
618395008,618395,Ystad,252,Sweater,Garment Upper body,1010015,Sequin,8,Dark Grey,4,Dark,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in a soft, fine knit with a fluffy finish. Motif on the front, long sleeves and slits in the sides. Slightly longer at the back."
618398015,618398,Badger price,252,Sweater,Garment Upper body,1010005,Colour blocking,50,Other Pink,5,Bright,4,Pink,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Fine-knit jumper in soft cotton with a motif and ribbing around the neckline, cuffs and hem."
618480002,618480,Dean Super Skinny Twill,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket trousers in washed, stretch twill with a regular waist, zip fly and skinny legs. Super skinny fit."
618655006,618655,Ivory Hipster (Petunia) 3p,286,Underwear bottom,Underwear,1010020,Contrast,31,Light Orange,1,Dusty Light,3,Orange,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with a mid waist, lined gusset, wide sides and cutaway coverage at the back."
618935001,618935,PE NEOLINE,264,Blazer,Garment Upper body,1010016,Solid,7,Grey,1,Dusty Light,2,Blue,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Straight-cut jacket in a cotton and silk blend with notch lapels and a concealed press-stud at the front. Chest pocket, welt front pockets with a flap, a concealed press-stud at the cuffs and a single back vent. Lined."
