article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
798779001,798779,Irma svettis,252,Sweater,Garment Upper body,1010008,Front print,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short, boxy top in soft sweatshirt fabric with a motif on the front, dropped shoulders, long, slightly wider sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
799336001,799336,Flirty Landala earring,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Large earrings with an asymmetric, textured metal disc at the top and long sparkly stone fringes. Length 10 cm."
799876001,799876,Tina Fluffy Fur,262,Jacket,Garment Upper body,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, straight-cut coat in soft pile with large notch lapels, a concealed fastening with press-studs at the front and concealed pockets in the side seams. Lined."
800416003,800416,LAVA,252,Sweater,Garment Upper body,1010022,Jacquard,11,Off White,1,Dusty Light,9,White,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Jumper in double-layered, fine knit cotton with a button on one shoulder, long sleeves, a roll-edge neckline and narrow ribbing around the cuffs and hem."
800436012,800436,HULDA tie,265,Dress,Garment Full body,1010016,Solid,71,Light Blue,3,Light,2,Blue,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Dress in an airy cotton weave with a rounded collar and button placket, long sleeves with narrow, buttoned cuffs, a seam at the waist with a tie detail, and a flared skirt. Unlined."
800447002,800447,Necklace Asap,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Metal chain necklaces in various designs. Length approx. 55 cm, 65 cm and 75 cm."
800768002,800768,Nelly dress,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Short dress in a crêpe weave with a round neckline and an opening with a button at the back of the neck. Smocked seam under the bust and long, wide sleeves with smocking and a small frill trim at the cuffs. Unlined."
800826007,800826,Molko Treggings,272,Trousers,Garment Lower body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Treggings in stretch twill with a small glittery heart at the top, an elasticated waist, a fake fly and fake front pockets."
800863001,800863,Fake hair,72,Hair clip,Accessories,1010016,Solid,61,Light Purple,3,Light,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Glittery hair clip with long, curly hair extensions. Length approx. 40 cm."
800976001,800976,LS Pearl Jam,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Knee-length dress in a viscose crêpe weave with a V-neck, buttons down the front and long sleeves with gathers at the shoulders. Seam under the bust with elastication at the back and a gently flared skirt. Unlined."
801166005,801166,Jack Skinny Slack,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"Suit trousers in a stretch weave with a concealed hook-and-eye fastener and zip fly. Diagonal side pockets, jetted back pockets, and an adjustable tab with buttons at the sides. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
801199001,801199,Anabelle Blouse,259,Shirt,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Wide blouse in a crêpe weave with a stand-up collar and V-neck with ties at the front. Wide, 3/4-length balloon sleeves, a gathered seam under the bust and a flared lower section."
801208001,801208,HENRI MOCKNECK BLOUSE,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-style blouse in airy, softly draping, textured-knit jersey with a stand-up collar and cut-out section at the back with ties at the back of the neck. Long, raglan balloon sleeves with narrow, concealed elastication at the cuffs."
801428018,801428,Niclas Jogger (TVP),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"Joggers in lightweight, washed cotton twill with covered elastication and a drawstring at the waist, a fake fly and side pockets. Tapered legs with covered elastication at the hems."
801429003,801429,Dayton chinos,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"Chinos in stretch cotton twill with an adjustable, elasticated waist, zip fly and button, and tapered legs. Decorative coin pocket, diagonal side pockets and fake jetted back pockets."
801443005,801443,David supersoft stretch 5-Pkt,272,Trousers,Garment Lower body,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"5-pocket trousers in stretch, supersoft twill with an adjustable, elasticated waist, zip fly and button and straight hems."
801512004,801512,BYRON ancle HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted, ankle-length running tights in fast-drying functional fabric. Wide panel at the waist containing a concealed key pocket."
801566002,801566,Clark slim blz,264,Blazer,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a stretch wool weave with narrow notch lapels, a chest pocket, flap front pockets and three inner pockets, one with a button. Two buttons at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim Fit – a fit that shapes in at the chest and tapers at the waist. This, combined with slightly narrower sleeves, creates a fitted silhouette."
801673002,801673,Yasmine LS,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted top in soft cotton jersey with a V-neck, gathered seam at the front and long sleeves."
801732004,801732,Shanghai Chino Trousers,272,Trousers,Garment Lower body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Calf-length, pull-on trousers in a cotton weave. Regular, elasticated waist with a frill trim at the top and decorative bow at the front. Small embroidered motif below the waistband, a fake fly, side pockets and gently tapered legs."
801738002,801738,Holly 2pack,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Trousers in an airy viscose weave with elastication and a decorative bow at the waist, side pockets and tapered legs with elasticated hems."
801803004,801803,Henry Belt Shorts,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Shorts in an airy cotton weave with an adjustable, elasticated waist, pleats at the front and detachable, soft tie belt. Fake fly with a press-stud, side pockets and fake welt back pockets."
801856003,801856,SB Bobby TP,262,Jacket,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Nylon jacket with a detachable, jersey-lined hood, zip down the front with a chin guard, zipped side pockets and ribbing at the cuffs and hem. Jersey lining."
801906001,801906,TOM CHINO 2-p,274,Shorts,Garment Lower body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,7655,Kids Boy Shorts,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1025,Shorts,"Shorts in a soft cotton weave with an adjustable elasticated waist, zip fly and button, side pockets and a fake welt back pocket."
802030002,802030,Cleo shirtdress,265,Dress,Garment Full body,1010024,Chambray,72,Blue,2,Medium Dusty,2,Blue,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Shirt dress in a soft cotton weave with a collar and button placket. Long sleeves with a tab and button, side pockets and a detachable, braided belt in imitation suede at the waist. Unlined."
802077005,802077,ANDY FANCY,255,T-shirt,Garment Upper body,1010001,All over pattern,13,Beige,1,Dusty Light,1,Mole,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in soft, printed cotton jersey."
802230001,802230,Karin rib,306,Bra,Underwear,1010026,Other structure,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in ribbed, fast-drying functional fabric with a racer back and wide elastic at the hem. Lined at the front. Medium support."
802230003,802230,Karin rib,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in ribbed, fast-drying functional fabric with a racer back and wide elastic at the hem. Lined at the front. Medium support."
