article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
707109001,707109,Chris 3pk Occasional,286,Underwear bottom,Underwear,1010001,All over pattern,42,Red,5,Bright,18,Red,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and mid-length legs."
707135012,707135,Vivi boatneck,252,Sweater,Garment Upper body,1010017,Stripe,11,Off White,3,Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Jumper in a fine-knit viscose blend with a boat neck and 3/4-length sleeves.
707155008,707155,KARIN+,306,Bra,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back with sections in ventilating mesh and a wide elastic hem. Medium support."
707246001,707246,Rick velvet,69,Cap/peaked,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in velour with an adjustable fastener at the back. Mesh lining.
707274001,707274,OL HARDING PQ loafer,144,Flat shoe,Shoes,1010016,Solid,10,White,3,Light,9,White,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Suede loafers with soft heel caps and a loop at the back. Fabric linings, leather insoles and thermoplastic rubber soles."
707307001,707307,Lagunamoon,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,Long-sleeved jumper in a rib knit with a V-neck and sewn-in wrapover at the top.
707324002,707324,N Agnes knitted sweater,252,Sweater,Garment Upper body,1010010,Melange,72,Blue,7,Medium,2,Blue,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,"Jumper in a soft, fine knit with 3/4-length sleeves and ribbed cuffs. High slits with a decorative button at the sides for easier nursing access."
707353001,707353,Logg Cozy wrap,252,Sweater,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Jumper in a soft, fine knit with a V-neck, sewn-in wrapover at the front and long sleeves."
707470001,707470,Andy chichago mould,306,Bra,Underwear,1010021,Lace,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired, lace push-up bra with moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
707704005,707704,Shake it in Tie Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, wide ties at the sides and medium coverage at the back."
708021001,708021,PINKY Loose Fitted Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
